BoxID,SongID,recorded_on,released_on,old_or_new,created_with,language,genre,purpose,status,smasterpiece,article_title,song_title,video_song,artist,original_song,wma_url,song_url,MP3_name,critics_review,diary_text,poster_url,TrackNumber,RadioID,RadioName,soffset,snxtoffset,sduration,stars,real_url,karaoke_url,version_of_song,hide_if_not_on_radio
,1664,August 2022,,NEW,4,Spanish,Salsa,,0,False,Idilio (con Walter),Idilio,,Willie Col&#243;n,,,~/best_of_latincita/Los%20Elegantes%20-%20Delfshaven%20-%20Aug22.mp3,,,,~/Images/Mobile/Delfshaven%20-%20Aug%2022%20-%20Part%202-P.jpg,15,511,Los Elegantes Caribe&#241;os - Delftshaven - Part 2,2445,2748,303,0,,,Live,0
,1473,July 2022,,NEW,4,,Bachatta,,0,True,Stand by Me (con Latincita),Stand by Me,,Ben E King,,,~/best_of_latincita/24-Jul-22%20-%20Veghel%20-%20Ritmo%20Fiesta%20-%20Trimmed%202.mp3,,,,~/Images/Mobile/Ritmo Fiesta Guests Veghel-P.jpg,2,351,Ritmo Fiesta Veghel,332,476,144,0,,,Live,0
,1475,July 2022,,NEW,4,Spanish,Merengue,,0,True,El Negro No Puede (con Latincita),El Negro No Puede,,Georgie Dann,,,~/best_of_latincita/24-Jul-22%20-%20Veghel%20-%20Ritmo%20Fiesta%20-%20Trimmed%202.mp3,,,,~/Images/Mobile/Ritmo Fiesta Guests Veghel-P.jpg,4,351,Ritmo Fiesta Veghel,682,999,317,0,,,Live,0
,1477,July 2022,,NEW,4,Spanish,Merengue,,0,True,Guantanamera (con Latincita),Guantanamera,,Compay Segundo,,,~/best_of_latincita/24-Jul-22%20-%20Veghel%20-%20Ritmo%20Fiesta%20-%20Trimmed%202.mp3,,,,~/Images/Mobile/Ritmo Fiesta Guests Veghel-P.jpg,6,351,Ritmo Fiesta Veghel,1028,1312,284,0,,,Live,0
,1479,July 2022,,NEW,4,English,Pop,,0,True,Demasiado Coraz&#243;n (con Latincita),Demasiado Coraz&#243;n,,Willy DeVille,,,~/best_of_latincita/24-Jul-22%20-%20Veghel%20-%20Ritmo%20Fiesta%20-%20Trimmed%202.mp3,,,,~/Images/Mobile/Ritmo Fiesta Guests Veghel-P.jpg,8,351,Ritmo Fiesta Veghel,1312,1697,385,0,,,Live,0
,1480,July 2022,,NEW,4,Spanish,Merengue,,0,True,Abusadora (con Latincita),Abusadora,,Wilfrido Vargas,,,~/best_of_latincita/24-Jul-22%20-%20Veghel%20-%20Ritmo%20Fiesta%20-%20Trimmed%202.mp3,,,,~/Images/Mobile/Ritmo Fiesta Guests Veghel-P.jpg,9,351,Ritmo Fiesta Veghel,1697,2079,382,0,,,Live,0
,1482,July 2022,,NEW,4,Spanish,,,0,True,Sopa de Caracol (con Latincita),Sopa de Caracol,,Banda Blanca,,,~/best_of_latincita/24-Jul-22%20-%20Veghel%20-%20Ritmo%20Fiesta%20-%20Trimmed%202.mp3,,,,~/Images/Mobile/Ritmo Fiesta Guests Veghel-P.jpg,10,351,Ritmo Fiesta Veghel,2079,2343,264,0,,,Live,0
,1483,July 2022,,NEW,4,Spanish,,,0,True,Oye&lt;COMMA&gt; Abre Tus Ojos (con Latincita),Oye&lt;COMMA&gt; Abre Tus Ojos,,Wilfrido Vargas,,,~/best_of_latincita/24-Jul-22%20-%20Veghel%20-%20Ritmo%20Fiesta%20-%20Trimmed%202.mp3,,,,~/Images/Mobile/Ritmo Fiesta Guests Veghel-P.jpg,11,351,Ritmo Fiesta Veghel,2343,2420,77,0,,,Live,0
,1485,July 2022,,NEW,4,,,,0,True,I Will Survive / Yo Viver&#233; (con Latincita),I Will Survive / Yo Viver&#233;,,Celia Cruz,,,~/best_of_latincita/24-Jul-22%20-%20Veghel%20-%20Ritmo%20Fiesta%20-%20Trimmed%202.mp3,,,,~/Images/Mobile/Ritmo Fiesta Guests Veghel-P.jpg,13,351,Ritmo Fiesta Veghel,2510,-1,7200,0,,,Live,0
,1472,July 2022,,NEW,4,,Sopa,,0,False,Sugar Bum Bum (con Jerry),Sugar Bum Bum,,Lord Kitchener,,,~/best_of_latincita/24-Jul-22%20-%20Veghel%20-%20Ritmo%20Fiesta%20-%20Trimmed%202.mp3,,,,~/Images/Mobile/Ritmo Fiesta Guests Veghel-P.jpg,1,351,Ritmo Fiesta Veghel,600,332,7200,0,,,Live,0
,1474,July 2022,,NEW,4,,Reggae,,0,False,Stir it up Little Darlin&lt;QUOTE&gt; (con Rob),Stir it up Little Darlin&lt;QUOTE&gt;,,Bob Marley,,,~/best_of_latincita/24-Jul-22%20-%20Veghel%20-%20Ritmo%20Fiesta%20-%20Trimmed%202.mp3,,,,~/Images/Mobile/Ritmo Fiesta Guests Veghel-P.jpg,3,351,Ritmo Fiesta Veghel,476,682,206,0,,,Live,0
,1465,February 2021,,NEW,4,English,Pop,,0,True,Demasiado Coraz&#243;n (con Latincita),Demasiado Coraz&#243;n,,Willy DeVille,,,~/best_of_latincita/Los%20Elegantes%20-%20Livestream%20-%20Feb%202021.mp3,,,,~/Images/Mobile/Los Elegantes Caribenos  - LiveStream - Square-P.jpg,2,350,Los Elegantes - LiveStream,290,502,212,0,,,Live,0
,1466,February 2021,,NEW,4,Spanish,Salsa,,0,True,La vida es un Carnaval (con Latincita),La vida es un Carnaval,,Celia Cruz,,,~/best_of_latincita/Los%20Elegantes%20-%20Livestream%20-%20Feb%202021.mp3,,,,~/Images/Mobile/Los Elegantes Caribenos  - LiveStream - Square-P.jpg,3,350,Los Elegantes - LiveStream,502,777,275,0,,,Live,0
,1468,February 2021,,NEW,4,Spanish,Salsa,,0,True,Cogele el Gusto (con Walter + Latincita),Cogele el Gusto,,Wayne Gorbea,,,~/best_of_latincita/Los%20Elegantes%20-%20Livestream%20-%20Feb%202021.mp3,,,,~/Images/Mobile/Los Elegantes Caribenos  - LiveStream - Square-P.jpg,5,350,Los Elegantes - LiveStream,1371,1739,368,0,,,Live,0
,1469,February 2021,,NEW,4,Spanish,Salsa,,0,True,Quimbara (con Latincita),Quimbara,,Celia Cruz,,,~/best_of_latincita/Los%20Elegantes%20-%20Livestream%20-%20Feb%202021.mp3,,,,~/Images/Mobile/Los Elegantes Caribenos  - LiveStream - Square-P.jpg,6,350,Los Elegantes - LiveStream,1739,2047,308,0,,,Live,0
,1464,February 2021,,NEW,4,Spanish,Salsa,,0,False,Idilio (con Walter),Idilio,,Willie Col&#243;n,,,~/best_of_latincita/Los%20Elegantes%20-%20Livestream%20-%20Feb%202021.mp3,,,,~/Images/Mobile/Los Elegantes Caribenos  - LiveStream - Square-P.jpg,1,350,Los Elegantes - LiveStream,0,290,290,0,,,Live,0
,1467,February 2021,,NEW,4,Spanish,Salsa,,0,False,El cuarto de Tula (con Walter),El cuarto de Tula,,Buena Vista Social Club,,,~/best_of_latincita/Los%20Elegantes%20-%20Livestream%20-%20Feb%202021.mp3,,,,~/Images/Mobile/Los Elegantes Caribenos  - LiveStream - Square-P.jpg,4,350,Los Elegantes - LiveStream,777,1371,594,0,,,Live,0
,1470,February 2021,,NEW,4,Spanish,Salsa,,0,False,Ran Kan Kan,Ran Kan Kan,,Tito Puente,,,~/best_of_latincita/Los%20Elegantes%20-%20Livestream%20-%20Feb%202021.mp3,,,,~/Images/Mobile/Los Elegantes Caribenos  - LiveStream - Square-P.jpg,7,350,Los Elegantes - LiveStream,2047,2239,192,0,,,Live,0
,1471,February 2021,,NEW,4,Spanish,Salsa,,0,False,Llorar&#225;s (con Walter),Llorar&#225;s,,Oscar D&lt;QUOTE&gt;L&#233;on,,,~/best_of_latincita/Los%20Elegantes%20-%20Livestream%20-%20Feb%202021.mp3,,,,~/Images/Mobile/Los Elegantes Caribenos  - LiveStream - Square-P.jpg,8,350,Los Elegantes - LiveStream,2239,-1,7200,0,,,Live,0
,331,April 2018,,NEW,1,Spanish,Reggaeton,Dance,4,True,Latincita - Mayores,Mayores by Latincita,,Becky G,,,~/best_of_latincita/Latincita%20Majores.mp3,,Latincita&lt;QUOTE&gt;s second Reggaeton.  All voices by Latincita.&lt;CR&gt;&lt;CR&gt;Mayores - Becky G ft Bad Bunny,Sung completely blind.  She just played the karaoke 6 times and each time laid down a new track.  When she was doing it&lt;COMMA&gt; it sounded like she had finally flipped and gone sick in the head.  Just loaded all tracks into the DAW&lt;COMMA&gt; and the result is amazing.  Only Latincita is capable of something like this.  Only thing that sucks is what she&lt;QUOTE&gt;s saying with this song.  It&lt;QUOTE&gt;s cool none the less.,~/Images/Mobile/Mayores-P.JPG,331,Music by Latincita,,,,,0,,,,0
,522,January 2018,,NEW,4,,Salsa,Listening,0,True,Latincita - Flor P&#225;lida - Marc Anthony,Flor P&#225;lida,,Marc Anthony,,,~/best_of_latincita/Latincita%20-%20Flor%20Palida.mp3,,From the lost Radio show &quot;Last Day of January 2018&quot;.  Fourth take of the song&lt;COMMA&gt; and an absolute masterpiece.,Days before she was kicked out and forced to move in with Fle.  And&lt;COMMA&gt; the day Bram came back to Holland (?)  Everything went wrong that day.  Kids had been messing with mixer.  No sound on one channel.  No output to engineering.  Then&lt;COMMA&gt; USB Stick with recording got corrupted.  All files were lost for months until recovery software was found that could read some of the MP3&lt;QUOTE&gt;s.&lt;CR&gt;&lt;CR&gt;After the recording she says:  &quot;You recorded the other one&lt;COMMA&gt; right? The first one.  Now then stop it then and work with that.  It&lt;QUOTE&gt;s too late.  My voice is tired.  I want to scream&lt;COMMA&gt; but I&lt;QUOTE&gt;m not in the studio.  Anyways.  Let me see what you make with that. Ok. Maybe you make something nice. With what I gave you.&quot;,~/Images/Mobile/Flor%20Palida-P.jpg,522,Music by Latincita,,,,,0,,,,0
,329,January 2018,,NEW,1,Spanish,Reggaeton,Dance,4,True,Latincita Reggaeton Zero,Bailame Asi - Latincita Reggaeton Zero,,Latincita,,,~/best_of_latincita/Regaton%20Latincita%20One.mp3,,Latincita&lt;QUOTE&gt;s first Reggaeton.  Text by Latincita. All voices by Latincita.&lt;CR&gt;&lt;CR&gt;Pista De Reggaeton Perreo Brutal Electro Party 2017 - AR MUSIC LOS GALACTICOS,Latincita&lt;QUOTE&gt;s first studio recording in years.  Nothing was setup and ready anymore for doing a multi-track recording&lt;COMMA&gt; so Latincita just recorded the karaoke 5 times&lt;COMMA&gt; each with a different voice.  She couldn&lt;QUOTE&gt;t hear the other voices&lt;COMMA&gt; so I guess she just imagined them while she was singing.  The end result is that nothing can be fixed or edited.  It is what it is&lt;COMMA&gt; unfortunately.,~/Images/Mobile/Reggaeton%20One%20II-P.jpg,329,Music by Latincita,,,,,0,,,,0
,325,November 2017,,NEW,4,Spanish,Ballads,Listening,0,True,C.Bueno - Asi Fue,Asi Fu&#233;,,Juan Gabriel,,C:\\DATA\\Eigen Opnames\\Asi Fui - November 2017 - MixDown.wav,~/best_of_latincita/Asi%20Fui%20-%20November%202017.mp3,,Asi Fue .. Except this time during a proctice session with a live orchestra.  Pure magic.,You know it was magic that night&lt;COMMA&gt; because this orchestra can&lt;QUOTE&gt;t reproduce this live on the podium. &lt;CR&gt;&lt;CR&gt;Sound curtesy of a $150 Huawei smartphone !,~/Images/Mobile/Asi%20Fue%20-%20Nov%202017-P.jpg,325,Music by Latincita,,,,,0,,,,0
,1337,October 2017,,NEW,4,Spanish,,,0,True,Se&#241;ora Ley - Tito Nieves,Se&#241;ora Ley,,Tito Nieves,,,~/best_of_latincita/Radio%20Second%20Life%20-%20mix%20III.mp3,,,,~/Images/Mobile/2nd%20Life-P.JPG,2,323,Second Life Radio,191,526,335,0,,,Radio,0
,1338,October 2017,,NEW,4,Spanish,,,0,True,Mas que tu amiga - Marco Antonio Solis,Mas que tu amiga,,Marco Antonio Solis,,,~/best_of_latincita/Radio%20Second%20Life%20-%20mix%20III.mp3,,,,~/Images/Mobile/2nd%20Life-P.JPG,3,323,Second Life Radio,526,833,307,0,,,Radio,0
,1339,October 2017,,NEW,4,Spanish,,,0,True,Un monton de Estrellas - Polo Monta&#241;&#233;s,Un monton de Estrellas,,Polo Monta&#241;&#233;s,,,~/best_of_latincita/Radio%20Second%20Life%20-%20mix%20III.mp3,,,,~/Images/Mobile/2nd%20Life-P.JPG,4,323,Second Life Radio,833,1252,419,0,,,Radio,0
,1340,October 2017,,NEW,4,Spanish,,,0,True,Fragilidad - Milagros Pi&#241;era ,Fragilidad,,Milagros Pi&#241;era ,,,~/best_of_latincita/Radio%20Second%20Life%20-%20mix%20III.mp3,,,,~/Images/Mobile/2nd%20Life-P.JPG,5,323,Second Life Radio,1252,1412,160,0,,,Radio,0
,1341,October 2017,,NEW,4,Spanish,,,0,True,A Puro Dolor - Son By Four,A Puro Dolor,,Son By Four,,,~/best_of_latincita/Radio%20Second%20Life%20-%20mix%20III.mp3,,,,~/Images/Mobile/2nd%20Life-P.JPG,6,323,Second Life Radio,1412,1646,234,0,,,Radio,0
,1344,October 2017,,NEW,4,Spanish,,,0,True,Tu Amor Me Hace Bien - Marc Anthony,Tu Amor Me Hace Bien,,Marc Anthony,,,~/best_of_latincita/Radio%20Second%20Life%20-%20mix%20III.mp3,,,,~/Images/Mobile/2nd%20Life-P.JPG,9,323,Second Life Radio,1703,2024,321,0,,,Radio,0
,1345,October 2017,,NEW,4,Spanish,,,0,True,Nadie Como El - Marc Anthony,Nadie Como El,,Marc Anthony,,,~/best_of_latincita/Radio%20Second%20Life%20-%20mix%20III.mp3,,,,~/Images/Mobile/2nd%20Life-P.JPG,10,323,Second Life Radio,2024,2323,299,0,,,Radio,0
,1347,October 2017,,NEW,4,Spanish,,,0,True,No soy para ti - Ismael Rivera,No soy para ti,,Ismael Rivera,,,~/best_of_latincita/Radio%20Second%20Life%20-%20mix%20III.mp3,,,,~/Images/Mobile/2nd%20Life-P.JPG,12,323,Second Life Radio,2419,2750,331,0,,,Radio,0
,1348,October 2017,,NEW,4,Spanish,,,0,True,Como te Hago Entender - Roberto Roena,Como te Hago Entender,,Roberto Roena,,,~/best_of_latincita/Radio%20Second%20Life%20-%20mix%20III.mp3,,,,~/Images/Mobile/2nd%20Life-P.JPG,13,323,Second Life Radio,2750,3104,354,0,,,Radio,0
,1349,October 2017,,NEW,4,Spanish,,,0,True,Azuquita Pal Cafe - El Gran Combo,Azuquita Pal Cafe,,El Gran Combo,,,~/best_of_latincita/Radio%20Second%20Life%20-%20mix%20III.mp3,,,,~/Images/Mobile/2nd%20Life-P.JPG,14,323,Second Life Radio,3104,3395,291,0,,,Radio,0
,1351,October 2017,,NEW,4,Spanish,,,0,True,Arroz Con Habichuela - El Gran Combo,Arroz Con Habichuela,,El Gran Combo,,,~/best_of_latincita/Radio%20Second%20Life%20-%20mix%20III.mp3,,,,~/Images/Mobile/2nd%20Life-P.JPG,16,323,Second Life Radio,3420,3777,357,0,,,Radio,0
,322,October 2017,,NEW,4,Spanish,Salsa,Listening,0,True,Latincita - Nadie Como El,Nadie Como El,,Marc Anthony,,,~/best_of_latincita/Latincita%20-%20Nadie%20Como%20Ella.mp3,,Climbing back through the mirror&lt;COMMA&gt; Latincita comes to visit all of us on the sad dark black and white world of the ordinary livers of this world&lt;COMMA&gt; and leaves behind a gem.   If we dare to face its brilliance and let it show us colors we never imagined existed&lt;COMMA&gt; &#8230;we push play.,Following God&lt;QUOTE&gt;s commands&lt;COMMA&gt; I hooked up all as he told me to.  USB to Control-Room to audio in on the Soundcraft.  Master-out back to track 7 on the Alesis&lt;COMMA&gt; and mute ON.  Richard via wireless from headphone 1 to the sennheiser ear-buds.  Latincita on headphone 2 to garbage white ear-buds.  The black cable to channel 7 and to Latincitas&lt;QUOTE&gt;s Sennheiser.  The silver on 6 to the AKG.  Two mikes.  One for Latincita&lt;COMMA&gt; another to feed her energy through the echo machine.   Then three tracks and all the effects he told me to use&lt;COMMA&gt; with the levels set as he wanted.  Tiny Expand on her recording.  With a bit of 500Hz boost and 3K cut to warm it&lt;COMMA&gt; and get rid of that stupid brilliance and crackle.  Then the audio twice on either channel&lt;COMMA&gt; with pure L and 30% right on the left and the opposite on the right.  Strong 4dB bass.  Studio Reverb&lt;COMMA&gt; 70% wet.  -18dB: as low as possible&lt;COMMA&gt; but still enough punch. And as wide as possible.&lt;CR&gt;&lt;CR&gt;A masterpiece is born.   Something I never ever want to hear.  Dry tears.  Silent pain.,~/Images/Mobile/Nadie%20Como%20Ella-P.jpg,322,Music by Latincita,,,,,0,,,,0
,1368,September 2017,,NEW,4,Spanish,,,0,True,Oxigeno - Willy Chirino (con Latincita),Oxigeno,,Willy Chirino,,,~/best_of_latincita/WZH%20Nieuw%20Berkendae%20Audi%20Video%20Final%20Mix.mp3,,,,~/Images/Mobile/WZH%20Nieuw%20Berkendael%20-%20Full%20Sound-P.JPG,1,321,WZH Nieuw Berkendael - Sep 2017,37,380,343,0,,,Live,0
,1370,September 2017,,NEW,4,Spanish,,,0,True,Mas Que Tu Amigo - El Buki (con Latincita),Mas Que Tu Amigo,,El Buki,,,~/best_of_latincita/WZH%20Nieuw%20Berkendae%20Audi%20Video%20Final%20Mix.mp3,,,,~/Images/Mobile/WZH%20Nieuw%20Berkendael%20-%20Full%20Sound-P.JPG,3,321,WZH Nieuw Berkendael - Sep 2017,697,1006,309,0,,,Live,0
,1373,September 2017,,NEW,4,Spanish,Merengue,,0,True,T&#250; te lo Pierdes - Olga Ta&#241;on (con Latincita),T&#250; te lo Pierdes,,Olga Ta&#241;on,,,~/best_of_latincita/WZH%20Nieuw%20Berkendae%20Audi%20Video%20Final%20Mix.mp3,,,,~/Images/Mobile/WZH%20Nieuw%20Berkendael%20-%20Full%20Sound-P.JPG,6,321,WZH Nieuw Berkendael - Sep 2017,1465,1692,227,0,,,Live,0
,1375,September 2017,,NEW,4,Spanish,,,0,True,Lo Que M&#225;s - Shakira (con Latincita),Lo Que M&#225;s,,Shakira,,,~/best_of_latincita/WZH%20Nieuw%20Berkendae%20Audi%20Video%20Final%20Mix.mp3,,,,~/Images/Mobile/WZH%20Nieuw%20Berkendael%20-%20Full%20Sound-P.JPG,8,321,WZH Nieuw Berkendael - Sep 2017,1981,2271,290,0,,,Live,0
,1378,September 2017,,NEW,4,Spanish,Guajira,,0,True,Yerberito Moderno - Celia Cruz (con Latincita),Yerberito Moderno,,Celia Cruz,,,~/best_of_latincita/WZH%20Nieuw%20Berkendae%20Audi%20Video%20Final%20Mix.mp3,,,,~/Images/Mobile/WZH%20Nieuw%20Berkendael%20-%20Full%20Sound-P.JPG,11,321,WZH Nieuw Berkendael - Sep 2017,2670,2918,248,0,,,Live,0
,1382,September 2017,,NEW,4,Spanish,,,0,True,Ella elle l&lt;QUOTE&gt;a - Kate Ryan (con Latincita),Ella elle l&lt;QUOTE&gt;a,,Kate Ryan,,,~/best_of_latincita/WZH%20Nieuw%20Berkendae%20Audi%20Video%20Final%20Mix.mp3,,,,~/Images/Mobile/WZH%20Nieuw%20Berkendael%20-%20Full%20Sound-P.JPG,15,321,WZH Nieuw Berkendael - Sep 2017,3443,3862,419,0,,,Live,0
,1384,September 2017,,NEW,4,Spanish,Merengue,,0,True,Nadie se Muere - La Makina (con Latincita),Nadie se Muere,,La Makina,,,~/best_of_latincita/WZH%20Nieuw%20Berkendae%20Audi%20Video%20Final%20Mix.mp3,,,,~/Images/Mobile/WZH%20Nieuw%20Berkendael%20-%20Full%20Sound-P.JPG,17,321,WZH Nieuw Berkendael - Sep 2017,3917,4171,254,0,,,Live,0
,1369,September 2017,,NEW,4,Spanish,,,0,False,Porque yo en el amor soy un Idiota - Gilberto Santa Rosa (Walter &amp; the Girls),Porque yo en el amor soy un Idiota,,Gilberto Santa Rosa,,,~/best_of_latincita/WZH%20Nieuw%20Berkendae%20Audi%20Video%20Final%20Mix.mp3,,,,~/Images/Mobile/WZH%20Nieuw%20Berkendael%20-%20Full%20Sound-P.JPG,2,321,WZH Nieuw Berkendael - Sep 2017,380,697,317,0,,,Live,0
,1371,September 2017,,NEW,4,,,,0,False,Oh Oh Den Haag (con Lex &amp; Walter &amp; Girls),Oh Oh Den Haag,,Harry Jekkers,,,~/best_of_latincita/WZH%20Nieuw%20Berkendae%20Audi%20Video%20Final%20Mix.mp3,,,,~/Images/Mobile/WZH%20Nieuw%20Berkendael%20-%20Full%20Sound-P.JPG,4,321,WZH Nieuw Berkendael - Sep 2017,1006,1465,459,0,,,Live,0
,1374,September 2017,,NEW,4,Spanish,,,0,False,La Noche - Joe Arroyo (con Alex),La Noche,,Joe Arroyo,,,~/best_of_latincita/WZH%20Nieuw%20Berkendae%20Audi%20Video%20Final%20Mix.mp3,,,,~/Images/Mobile/WZH%20Nieuw%20Berkendael%20-%20Full%20Sound-P.JPG,7,321,WZH Nieuw Berkendael - Sep 2017,1692,1981,289,0,,,Live,0
,1377,September 2017,,NEW,4,Spanish,,,0,False,Elena Elena - Ismael Rivera (Walter &amp; the Girls),Elena Elena,,Ismael Rivera,,,~/best_of_latincita/WZH%20Nieuw%20Berkendae%20Audi%20Video%20Final%20Mix.mp3,,,,~/Images/Mobile/WZH%20Nieuw%20Berkendael%20-%20Full%20Sound-P.JPG,10,321,WZH Nieuw Berkendael - Sep 2017,2271,2670,399,0,,,Live,0
,1379,September 2017,,NEW,4,Spanish,,,0,False,No me dejes de querer - Gloria Estefan (con Alexandra),No me dejes de querer,,Gloria Estefan,,,~/best_of_latincita/WZH%20Nieuw%20Berkendae%20Audi%20Video%20Final%20Mix.mp3,,,,~/Images/Mobile/WZH%20Nieuw%20Berkendael%20-%20Full%20Sound-P.JPG,12,321,WZH Nieuw Berkendael - Sep 2017,2918,3158,240,0,,,Live,0
,1381,September 2017,,NEW,4,Spanish,Salsa,,0,False,L&#225;grimas Negras - Miguel Matamoros (con Walter),L&#225;grimas Negras,,Miguel Matamoros,,,~/best_of_latincita/WZH%20Nieuw%20Berkendae%20Audi%20Video%20Final%20Mix.mp3,,,,~/Images/Mobile/WZH%20Nieuw%20Berkendael%20-%20Full%20Sound-P.JPG,14,321,WZH Nieuw Berkendael - Sep 2017,3158,3443,285,0,,,Live,0
,1383,September 2017,,NEW,4,Spanish,,,0,False,Dime Que Quieres - El Gran Combo (con Walter),Dime Que Quieres,,El Gran Combo,,,~/best_of_latincita/WZH%20Nieuw%20Berkendae%20Audi%20Video%20Final%20Mix.mp3,,,,~/Images/Mobile/WZH%20Nieuw%20Berkendael%20-%20Full%20Sound-P.JPG,16,321,WZH Nieuw Berkendael - Sep 2017,3862,3917,55,0,,,Live,0
,1385,September 2017,,NEW,4,Spanish,,,0,False,LLORAR&#193;S - Oscar D&lt;QUOTE&gt;L&#233;on (con Walter solo Fred &amp; Lex),Llorar&#225;s,,Oscar D&lt;QUOTE&gt;L&#233;on,,,~/best_of_latincita/WZH%20Nieuw%20Berkendae%20Audi%20Video%20Final%20Mix.mp3,,,,~/Images/Mobile/WZH%20Nieuw%20Berkendael%20-%20Full%20Sound-P.JPG,18,321,WZH Nieuw Berkendael - Sep 2017,4171,4399,228,0,,,Live,0
,1386,September 2017,,NEW,4,Spanish,,,0,False,Arroz con Habichuela - El Gran Combo (Walter &amp; the Girls),Arroz con Habichuela,,El Gran Combo,,,~/best_of_latincita/WZH%20Nieuw%20Berkendae%20Audi%20Video%20Final%20Mix.mp3,,,,~/Images/Mobile/WZH%20Nieuw%20Berkendael%20-%20Full%20Sound-P.JPG,19,321,WZH Nieuw Berkendael - Sep 2017,4399,-1,7200,0,,,Live,0
,1389,August 2017,,NEW,4,Spanish,,,0,True,Oxigeno - Willy Chirino (con Latincita),Oxigeno,,Willy Chirino,,,~/best_of_latincita/Park%20Bomen%20Bosche%20Aug17%20II.mp3,,,,~/Images/Mobile/Park%20Boomen%20Bosch-P.JPG,3,320,Park Boom &amp; Bosch - Aug 2017,53,360,307,0,,,Live,0
,1391,August 2017,,NEW,4,Spanish,,,0,True,Mi Tierra - Gloria Estefan (con Latincita),Mi Tierra,,Gloria Estefan,,,~/best_of_latincita/Park%20Bomen%20Bosche%20Aug17%20II.mp3,,,,~/Images/Mobile/Park%20Boomen%20Bosch-P.JPG,5,320,Park Boom &amp; Bosch - Aug 2017,647,952,305,0,,,Live,0
,1394,August 2017,,NEW,4,Spanish,Merengue,,0,True,T&#250; te lo Pierdes - Olga Ta&#241;on (con Latincita),T&#250; te lo Pierdes,,Olga Ta&#241;on,,,~/best_of_latincita/Park%20Bomen%20Bosche%20Aug17%20II.mp3,,,,~/Images/Mobile/Park%20Boomen%20Bosch-P.JPG,8,320,Park Boom &amp; Bosch - Aug 2017,1681,1970,289,0,,,Live,0
,1395,August 2017,,NEW,4,Spanish,,,0,True,La Noche - Joe Arroyo (con Latincita),La Noche,,Joe Arroyo,,,~/best_of_latincita/Park%20Bomen%20Bosche%20Aug17%20II.mp3,,,,~/Images/Mobile/Park%20Boomen%20Bosch-P.JPG,9,320,Park Boom &amp; Bosch - Aug 2017,1970,2269,299,0,,,Live,0
,1398,August 2017,,NEW,4,Spanish,,,0,True,LLORAR&#193;S - Oscar D&lt;QUOTE&gt;L&#233;on (con Latincita),Llorar&#225;s,,Oscar D&lt;QUOTE&gt;L&#233;on,,,~/best_of_latincita/Park%20Bomen%20Bosche%20Aug17%20II.mp3,,,,~/Images/Mobile/Park%20Boomen%20Bosch-P.JPG,12,320,Park Boom &amp; Bosch - Aug 2017,2773,3302,529,0,,,Live,0
,1390,August 2017,,NEW,4,Spanish,,,0,False,Porque yo en el amor soy un Idiota - Gilberto Santa Rosa (con Oonagh),Porque yo en el amor soy un Idiota,,Gilberto Santa Rosa,,,~/best_of_latincita/Park%20Bomen%20Bosche%20Aug17%20II.mp3,,,,~/Images/Mobile/Park%20Boomen%20Bosch-P.JPG,4,320,Park Boom &amp; Bosch - Aug 2017,360,647,287,0,,,Live,0
,1392,August 2017,,NEW,4,Spanish,,,0,False,Oh Oh Den Haag (con Lex &amp; Oonagh &amp; Girls),Oh Oh Den Haag,,Harry Jekkers,,,~/best_of_latincita/Park%20Bomen%20Bosche%20Aug17%20II.mp3,,,,~/Images/Mobile/Park%20Boomen%20Bosch-P.JPG,6,320,Park Boom &amp; Bosch - Aug 2017,952,1383,431,0,,,Live,0
,1393,August 2017,,NEW,4,Spanish,,,0,False,Mas Que Tu Amigo - El Buki (con Oonagh),Mas Que Tu Amigo,,El Buki,,,~/best_of_latincita/Park%20Bomen%20Bosche%20Aug17%20II.mp3,,,,~/Images/Mobile/Park%20Boomen%20Bosch-P.JPG,7,320,Park Boom &amp; Bosch - Aug 2017,1383,1681,298,0,,,Live,0
,1396,August 2017,,NEW,4,Spanish,,,0,False,Lo Que M&#225;s - Shakira (con Oonagh),Lo Que M&#225;s,,Shakira,,,~/best_of_latincita/Park%20Bomen%20Bosche%20Aug17%20II.mp3,,,,~/Images/Mobile/Park%20Boomen%20Bosch-P.JPG,10,320,Park Boom &amp; Bosch - Aug 2017,2269,2540,271,0,,,Live,0
,1397,August 2017,,NEW,4,Spanish,Guajira,,0,False,Yerberito Moderno - Celia Cruz (con Oonagh),Yerberito Moderno,,Celia Cruz,,,~/best_of_latincita/Park%20Bomen%20Bosche%20Aug17%20II.mp3,,,,~/Images/Mobile/Park%20Boomen%20Bosch-P.JPG,11,320,Park Boom &amp; Bosch - Aug 2017,2540,2773,233,0,,,Live,0
,1400,August 2017,,NEW,4,Spanish,,,0,True,Oxigeno - Willy Chirino (con Latincita),Oxigeno,,Willy Chirino,,,~/best_of_latincita/La%20Parranda%20-%20Nolens%20Haghe%202017.mp3,,,,~/Images/Mobile/Nolens%20Haghe%20Full%20Show-P.JPG,1,319,Nolens Haghe - Aug 2017,9,331,322,0,,,Live,0
